file_path,category
augmented_audio_dataset\Right\speed_down_948.wav,Right
augmented_audio_dataset\One\pitch_down_903.wav,One
augmented_audio_dataset\Nine\volume_down_700.wav,Nine
augmented_audio_dataset\tree\noise_1279.wav,tree
augmented_audio_dataset\Right\shift_forward_948.wav,Right
processed_recorded_audio\Seven\Seven_09.wav,Seven
augmented_audio_dataset\Four\reversed_356.wav,Four
augmented_audio_dataset\Backward\pitch_down_31.wav,Backward
augmented_audio_dataset\Six\noise_1105.wav,Six
augmented_audio_dataset\wow\original_1461.wav,wow
augmented_audio_dataset\Right\pitch_down_939.wav,Right
augmented_audio_dataset\Follow\shift_backward_256.wav,Follow
augmented_audio_dataset\yes\speed_down_1473.wav,yes
processed_recorded_audio\Right\Right_57.wav,Right
augmented_audio_dataset\Right\shift_backward_947.wav,Right
augmented_audio_dataset\No\speed_down_754.wav,No
augmented_audio_dataset\Four\original_370.wav,Four
augmented_audio_dataset\Right\pitch_down_973.wav,Right
augmented_audio_dataset\On\volume_up_830.wav,On
augmented_audio_dataset\Four\shift_forward_356.wav,Four
augmented_audio_dataset\zero\volume_up_1521.wav,zero
augmented_audio_dataset\tree\pitch_down_1231.wav,tree
processed_recorded_audio\yes\yes_18.wav,yes
augmented_audio_dataset\two\speed_up_1284.wav,two
augmented_audio_dataset\tree\volume_down_1258.wav,tree
augmented_audio_dataset\No\pitch_up_735.wav,No
augmented_audio_dataset\Right\reversed_935.wav,Right
augmented_audio_dataset\Six\volume_up_1090.wav,Six
augmented_audio_dataset\up\noise_1395.wav,up
augmented_audio_dataset\Seven\original_1027.wav,Seven
augmented_audio_dataset\visual\speed_down_1418.wav,visual
augmented_audio_dataset\Left\noise_614.wav,Left
augmented_audio_dataset\Go\noise_438.wav,Go
augmented_audio_dataset\tree\volume_down_1260.wav,tree
augmented_audio_dataset\No\pitch_up_752.wav,No
augmented_audio_dataset\Seven\shift_backward_1026.wav,Seven
augmented_audio_dataset\One\original_882.wav,One
augmented_audio_dataset\No\original_775.wav,No
augmented_audio_dataset\three\shift_backward_1216.wav,three
augmented_audio_dataset\Eight\pitch_up_199.wav,Eight
augmented_audio_dataset\wow\pitch_down_1457.wav,wow
augmented_audio_dataset\Down\noise_152.wav,Down
augmented_audio_dataset\zero\shift_forward_1521.wav,zero
augmented_audio_dataset\yes\shift_forward_1477.wav,yes
augmented_audio_dataset\yes\shift_backward_1502.wav,yes
augmented_audio_dataset\Bird\pitch_down_87.wav,Bird
processed_recorded_audio\up\up_19.wav,up
augmented_audio_dataset\Backward\reversed_18.wav,Backward
augmented_audio_dataset\Forward\pitch_down_328.wav,Forward
augmented_audio_dataset\two\speed_up_1298.wav,two
augmented_audio_dataset\Go\speed_up_407.wav,Go
augmented_audio_dataset\Eight\original_203.wav,Eight
augmented_audio_dataset\three\noise_1201.wav,three
augmented_audio_dataset\Dog\original_135.wav,Dog
augmented_audio_dataset\Left\pitch_up_592.wav,Left
augmented_audio_dataset\On\pitch_down_831.wav,On
augmented_audio_dataset\On\volume_up_854.wav,On
augmented_audio_dataset\Nine\original_704.wav,Nine
augmented_audio_dataset\Five\pitch_up_217.wav,Five
augmented_audio_dataset\Right\reversed_937.wav,Right
augmented_audio_dataset\Dog\shift_forward_102.wav,Dog
augmented_audio_dataset\wow\pitch_down_1458.wav,wow
augmented_audio_dataset\yes\shift_backward_1504.wav,yes
augmented_audio_dataset\Happy\pitch_up_480.wav,Happy
augmented_audio_dataset\tree\original_1279.wav,tree
augmented_audio_dataset\Sheila\pitch_up_1064.wav,Sheila
processed_recorded_audio\Bird\Bird_15.wav,Bird
augmented_audio_dataset\Forward\volume_down_318.wav,Forward
augmented_audio_dataset\Marvin\noise_679.wav,Marvin
augmented_audio_dataset\two\pitch_up_1334.wav,two
augmented_audio_dataset\two\pitch_up_1319.wav,two
augmented_audio_dataset\House\volume_down_535.wav,House
augmented_audio_dataset\Right\volume_down_938.wav,Right
augmented_audio_dataset\Four\speed_up_334.wav,Four
augmented_audio_dataset\Stop\shift_backward_1130.wav,Stop
processed_recorded_audio\Bed\Bed_14.wav,Bed
augmented_audio_dataset\Right\noise_948.wav,Right
augmented_audio_dataset\Happy\speed_down_440.wav,Happy
augmented_audio_dataset\Bed\volume_up_51.wav,Bed
augmented_audio_dataset\visual\pitch_down_1445.wav,visual
augmented_audio_dataset\Sheila\speed_up_1052.wav,Sheila
augmented_audio_dataset\Right\reversed_982.wav,Right
augmented_audio_dataset\Bird\pitch_down_78.wav,Bird
augmented_audio_dataset\Sheila\pitch_up_1077.wav,Sheila
augmented_audio_dataset\zero\speed_down_1532.wav,zero
augmented_audio_dataset\three\reversed_1215.wav,three
augmented_audio_dataset\Marvin\noise_659.wav,Marvin
augmented_audio_dataset\One\pitch_down_877.wav,One
augmented_audio_dataset\Six\speed_up_1096.wav,Six
processed_recorded_audio\House\House_29.wav,House
augmented_audio_dataset\Backward\speed_down_17.wav,Backward
augmented_audio_dataset\Forward\pitch_up_309.wav,Forward
augmented_audio_dataset\One\pitch_up_883.wav,One
augmented_audio_dataset\tree\pitch_up_1239.wav,tree
augmented_audio_dataset\Stop\volume_up_1133.wav,Stop
augmented_audio_dataset\three\volume_down_1220.wav,three
augmented_audio_dataset\No\original_734.wav,No
augmented_audio_dataset\Stop\shift_backward_1160.wav,Stop
augmented_audio_dataset\Stop\original_1138.wav,Stop
augmented_audio_dataset\On\noise_865.wav,On
augmented_audio_dataset\up\reversed_1372.wav,up
augmented_audio_dataset\Sheila\pitch_down_1054.wav,Sheila
augmented_audio_dataset\Seven\original_1014.wav,Seven
processed_recorded_audio\Off\Off_42.wav,Off
augmented_audio_dataset\zero\pitch_up_1534.wav,zero
augmented_audio_dataset\Off\noise_799.wav,Off
augmented_audio_dataset\On\pitch_up_868.wav,On
augmented_audio_dataset\Bird\reversed_67.wav,Bird
augmented_audio_dataset\Off\pitch_up_778.wav,Off
augmented_audio_dataset\Backward\noise_16.wav,Backward
augmented_audio_dataset\Seven\speed_down_993.wav,Seven
augmented_audio_dataset\wow\speed_down_1456.wav,wow
augmented_audio_dataset\Seven\shift_backward_1014.wav,Seven
augmented_audio_dataset\Marvin\speed_down_650.wav,Marvin
augmented_audio_dataset\Go\pitch_up_432.wav,Go
augmented_audio_dataset\Left\volume_down_583.wav,Left
augmented_audio_dataset\Off\volume_up_816.wav,Off
augmented_audio_dataset\Stop\pitch_down_1145.wav,Stop
augmented_audio_dataset\On\reversed_862.wav,On
augmented_audio_dataset\No\shift_backward_743.wav,No
augmented_audio_dataset\Stop\original_1146.wav,Stop
augmented_audio_dataset\House\pitch_down_509.wav,House
augmented_audio_dataset\up\original_1403.wav,up
augmented_audio_dataset\tree\volume_up_1274.wav,tree
processed_recorded_audio\Dog\Dog_35.wav,Dog
augmented_audio_dataset\Happy\pitch_down_473.wav,Happy
augmented_audio_dataset\three\original_1202.wav,three
augmented_audio_dataset\Sheila\shift_backward_1058.wav,Sheila
augmented_audio_dataset\Down\reversed_162.wav,Down
augmented_audio_dataset\House\speed_down_525.wav,House
augmented_audio_dataset\Learn\pitch_up_556.wav,Learn
processed_recorded_audio\Bed\Bed_30.wav,Bed
augmented_audio_dataset\Seven\shift_backward_994.wav,Seven
augmented_audio_dataset\yes\reversed_1474.wav,yes
processed_recorded_audio\Left\Left_20.wav,Left
augmented_audio_dataset\Happy\pitch_down_468.wav,Happy
augmented_audio_dataset\No\speed_down_774.wav,No
augmented_audio_dataset\On\volume_down_861.wav,On
augmented_audio_dataset\visual\speed_up_1405.wav,visual
augmented_audio_dataset\Six\shift_backward_1110.wav,Six
augmented_audio_dataset\three\pitch_up_1207.wav,three
augmented_audio_dataset\Sheila\speed_down_1077.wav,Sheila
augmented_audio_dataset\On\noise_869.wav,On
processed_recorded_audio\Nine\Nine_29.wav,Nine
augmented_audio_dataset\Six\speed_down_1114.wav,Six
augmented_audio_dataset\yes\volume_down_1463.wav,yes
augmented_audio_dataset\Nine\shift_backward_696.wav,Nine
processed_recorded_audio\Sheila\Sheila_45.wav,Sheila
augmented_audio_dataset\zero\shift_backward_1529.wav,zero
augmented_audio_dataset\Sheila\shift_backward_1040.wav,Sheila
processed_recorded_audio\Dog\Dog_21.wav,Dog
augmented_audio_dataset\House\pitch_down_518.wav,House
processed_recorded_audio\On\On_19.wav,On
augmented_audio_dataset\Seven\volume_up_1001.wav,Seven
processed_recorded_audio\Four\Four_14.wav,Four
augmented_audio_dataset\two\speed_up_1300.wav,two
augmented_audio_dataset\up\speed_up_1367.wav,up
augmented_audio_dataset\yes\original_1504.wav,yes
augmented_audio_dataset\Go\pitch_up_425.wav,Go
augmented_audio_dataset\Happy\pitch_down_478.wav,Happy
augmented_audio_dataset\Bird\shift_backward_88.wav,Bird
augmented_audio_dataset\No\pitch_up_739.wav,No
augmented_audio_dataset\Happy\shift_forward_487.wav,Happy
augmented_audio_dataset\Left\pitch_down_631.wav,Left
augmented_audio_dataset\up\speed_up_1350.wav,up
augmented_audio_dataset\three\shift_backward_1213.wav,three
augmented_audio_dataset\Go\shift_forward_411.wav,Go
augmented_audio_dataset\three\original_1200.wav,three
augmented_audio_dataset\Happy\original_481.wav,Happy
augmented_audio_dataset\Go\speed_down_434.wav,Go
augmented_audio_dataset\Happy\volume_up_455.wav,Happy
augmented_audio_dataset\On\pitch_down_864.wav,On
augmented_audio_dataset\On\volume_up_850.wav,On
augmented_audio_dataset\tree\pitch_down_1261.wav,tree
augmented_audio_dataset\One\pitch_up_890.wav,One
augmented_audio_dataset\Down\shift_forward_136.wav,Down
augmented_audio_dataset\Four\pitch_up_379.wav,Four
augmented_audio_dataset\Right\pitch_up_959.wav,Right
augmented_audio_dataset\Happy\volume_up_490.wav,Happy
augmented_audio_dataset\Go\shift_backward_407.wav,Go
augmented_audio_dataset\No\reversed_755.wav,No
processed_recorded_audio\visual\visual_06.wav,visual
processed_recorded_audio\Left\Left_34.wav,Left
augmented_audio_dataset\Bed\volume_down_58.wav,Bed
augmented_audio_dataset\Right\speed_up_949.wav,Right
augmented_audio_dataset\Left\volume_up_610.wav,Left
augmented_audio_dataset\up\shift_backward_1389.wav,up
augmented_audio_dataset\Sheila\volume_down_1073.wav,Sheila
augmented_audio_dataset\Dog\shift_forward_115.wav,Dog
augmented_audio_dataset\On\pitch_up_853.wav,On
augmented_audio_dataset\Eight\reversed_190.wav,Eight
augmented_audio_dataset\Go\pitch_down_435.wav,Go
augmented_audio_dataset\Marvin\volume_down_636.wav,Marvin
augmented_audio_dataset\Forward\speed_down_303.wav,Forward
augmented_audio_dataset\three\pitch_down_1218.wav,three
augmented_audio_dataset\up\pitch_up_1340.wav,up
augmented_audio_dataset\Bird\shift_backward_75.wav,Bird
augmented_audio_dataset\Stop\noise_1151.wav,Stop
augmented_audio_dataset\One\shift_backward_885.wav,One
augmented_audio_dataset\Marvin\shift_backward_654.wav,Marvin
augmented_audio_dataset\Dog\speed_down_128.wav,Dog
processed_recorded_audio\yes\yes_08.wav,yes
augmented_audio_dataset\Off\speed_up_785.wav,Off
augmented_audio_dataset\Happy\reversed_488.wav,Happy
augmented_audio_dataset\On\speed_up_871.wav,On
processed_recorded_audio\Backward\Backward_28.wav,Backward
augmented_audio_dataset\Bed\original_42.wav,Bed
augmented_audio_dataset\Left\speed_up_584.wav,Left
augmented_audio_dataset\Forward\speed_up_313.wav,Forward
augmented_audio_dataset\tree\volume_up_1257.wav,tree
augmented_audio_dataset\Five\reversed_212.wav,Five
augmented_audio_dataset\Sheila\volume_up_1067.wav,Sheila
augmented_audio_dataset\three\volume_down_1214.wav,three
augmented_audio_dataset\up\volume_down_1359.wav,up
augmented_audio_dataset\Happy\volume_up_448.wav,Happy
augmented_audio_dataset\Right\pitch_down_962.wav,Right
augmented_audio_dataset\Nine\speed_up_695.wav,Nine
augmented_audio_dataset\Eight\speed_down_173.wav,Eight
augmented_audio_dataset\Right\volume_down_925.wav,Right
augmented_audio_dataset\Five\noise_238.wav,Five
augmented_audio_dataset\Follow\shift_forward_283.wav,Follow
augmented_audio_dataset\Right\pitch_up_962.wav,Right
augmented_audio_dataset\three\volume_down_1196.wav,three
augmented_audio_dataset\Sheila\volume_up_1045.wav,Sheila
augmented_audio_dataset\Five\noise_224.wav,Five
augmented_audio_dataset\No\original_757.wav,No
augmented_audio_dataset\Right\volume_up_930.wav,Right
augmented_audio_dataset\Down\speed_up_171.wav,Down
augmented_audio_dataset\Nine\speed_down_690.wav,Nine
augmented_audio_dataset\Happy\pitch_down_462.wav,Happy
augmented_audio_dataset\Down\speed_up_146.wav,Down
augmented_audio_dataset\Backward\volume_down_34.wav,Backward
augmented_audio_dataset\zero\pitch_down_1527.wav,zero
augmented_audio_dataset\Forward\reversed_293.wav,Forward
augmented_audio_dataset\visual\speed_down_1412.wav,visual
augmented_audio_dataset\Sheila\noise_1077.wav,Sheila
augmented_audio_dataset\up\shift_backward_1347.wav,up
augmented_audio_dataset\Off\shift_backward_815.wav,Off
augmented_audio_dataset\One\pitch_up_897.wav,One
augmented_audio_dataset\Marvin\volume_down_653.wav,Marvin
augmented_audio_dataset\Dog\reversed_122.wav,Dog
augmented_audio_dataset\tree\speed_down_1241.wav,tree
augmented_audio_dataset\Forward\shift_backward_324.wav,Forward
augmented_audio_dataset\No\speed_up_737.wav,No
augmented_audio_dataset\Right\pitch_down_955.wav,Right
augmented_audio_dataset\No\shift_forward_739.wav,No
augmented_audio_dataset\Bed\pitch_down_64.wav,Bed
augmented_audio_dataset\zero\reversed_1523.wav,zero
augmented_audio_dataset\tree\pitch_down_1248.wav,tree
augmented_audio_dataset\Forward\noise_308.wav,Forward
processed_recorded_audio\up\up_01.wav,up
augmented_audio_dataset\Backward\noise_3.wav,Backward
augmented_audio_dataset\up\speed_down_1392.wav,up
augmented_audio_dataset\Nine\shift_backward_726.wav,Nine
augmented_audio_dataset\Bed\speed_down_47.wav,Bed
augmented_audio_dataset\Seven\pitch_up_1026.wav,Seven
augmented_audio_dataset\Eight\volume_up_202.wav,Eight
augmented_audio_dataset\One\noise_883.wav,One
processed_recorded_audio\Happy\Happy_11.wav,Happy
augmented_audio_dataset\three\original_1181.wav,three
augmented_audio_dataset\Off\speed_up_807.wav,Off
augmented_audio_dataset\Learn\volume_up_572.wav,Learn
augmented_audio_dataset\Down\noise_138.wav,Down
augmented_audio_dataset\two\reversed_1336.wav,two
augmented_audio_dataset\Four\shift_forward_347.wav,Four
augmented_audio_dataset\Bird\pitch_up_74.wav,Bird
processed_recorded_audio\Six\Six_13.wav,Six
augmented_audio_dataset\Left\original_614.wav,Left
augmented_audio_dataset\Right\speed_down_965.wav,Right
augmented_audio_dataset\Marvin\speed_up_679.wav,Marvin
processed_recorded_audio\Forward\Forward_04.wav,Forward
augmented_audio_dataset\Dog\pitch_up_117.wav,Dog
processed_recorded_audio\tree\tree_49.wav,tree
augmented_audio_dataset\Sheila\volume_up_1073.wav,Sheila
augmented_audio_dataset\Seven\volume_down_1005.wav,Seven
augmented_audio_dataset\up\speed_up_1389.wav,up
processed_recorded_audio\Six\Six_38.wav,Six
augmented_audio_dataset\Bird\volume_up_78.wav,Bird
augmented_audio_dataset\Dog\pitch_down_105.wav,Dog
augmented_audio_dataset\Go\pitch_down_430.wav,Go
augmented_audio_dataset\Forward\speed_up_332.wav,Forward
augmented_audio_dataset\tree\pitch_down_1268.wav,tree
augmented_audio_dataset\Right\shift_forward_934.wav,Right
augmented_audio_dataset\Off\original_793.wav,Off
augmented_audio_dataset\two\speed_down_1288.wav,two
augmented_audio_dataset\Seven\volume_up_1009.wav,Seven
augmented_audio_dataset\House\shift_backward_530.wav,House
augmented_audio_dataset\Nine\pitch_up_704.wav,Nine
augmented_audio_dataset\Left\volume_up_625.wav,Left
augmented_audio_dataset\No\noise_765.wav,No
augmented_audio_dataset\Left\shift_forward_611.wav,Left
augmented_audio_dataset\Nine\pitch_down_684.wav,Nine
augmented_audio_dataset\Seven\speed_up_992.wav,Seven
augmented_audio_dataset\wow\noise_1453.wav,wow
augmented_audio_dataset\Marvin\noise_647.wav,Marvin
augmented_audio_dataset\Right\reversed_928.wav,Right
augmented_audio_dataset\Go\speed_down_398.wav,Go
augmented_audio_dataset\Marvin\original_673.wav,Marvin
augmented_audio_dataset\Nine\shift_backward_713.wav,Nine
augmented_audio_dataset\On\pitch_down_837.wav,On
processed_recorded_audio\No\No_07.wav,No
augmented_audio_dataset\yes\shift_backward_1501.wav,yes
augmented_audio_dataset\Bird\pitch_up_82.wav,Bird
augmented_audio_dataset\Off\pitch_up_801.wav,Off
augmented_audio_dataset\zero\pitch_up_1537.wav,zero
augmented_audio_dataset\yes\pitch_down_1464.wav,yes
augmented_audio_dataset\Dog\noise_132.wav,Dog
augmented_audio_dataset\tree\pitch_up_1273.wav,tree
augmented_audio_dataset\three\volume_down_1208.wav,three
augmented_audio_dataset\wow\original_1459.wav,wow
augmented_audio_dataset\Seven\speed_up_1006.wav,Seven
augmented_audio_dataset\Go\reversed_397.wav,Go
augmented_audio_dataset\Learn\shift_forward_554.wav,Learn
processed_recorded_audio\up\up_31.wav,up
augmented_audio_dataset\On\volume_down_850.wav,On
augmented_audio_dataset\Stop\pitch_up_1128.wav,Stop
augmented_audio_dataset\Forward\volume_up_311.wav,Forward
augmented_audio_dataset\Forward\shift_forward_306.wav,Forward
augmented_audio_dataset\Six\speed_down_1095.wav,Six
augmented_audio_dataset\Go\speed_up_427.wav,Go
augmented_audio_dataset\three\volume_down_1218.wav,three
augmented_audio_dataset\Dog\noise_113.wav,Dog
processed_recorded_audio\Dog\Dog_26.wav,Dog
augmented_audio_dataset\two\shift_forward_1301.wav,two
augmented_audio_dataset\Happy\shift_backward_489.wav,Happy
augmented_audio_dataset\Stop\shift_backward_1169.wav,Stop
augmented_audio_dataset\Right\pitch_up_966.wav,Right
augmented_audio_dataset\up\original_1386.wav,up
augmented_audio_dataset\Follow\speed_up_277.wav,Follow
augmented_audio_dataset\Backward\noise_20.wav,Backward
augmented_audio_dataset\One\speed_up_913.wav,One
augmented_audio_dataset\Backward\speed_up_3.wav,Backward
augmented_audio_dataset\Sheila\volume_down_1066.wav,Sheila
augmented_audio_dataset\Six\reversed_1092.wav,Six
augmented_audio_dataset\Six\shift_backward_1103.wav,Six
augmented_audio_dataset\Stop\reversed_1170.wav,Stop
augmented_audio_dataset\Off\volume_up_787.wav,Off
augmented_audio_dataset\three\reversed_1208.wav,three
augmented_audio_dataset\three\volume_up_1221.wav,three
augmented_audio_dataset\Go\speed_down_395.wav,Go
augmented_audio_dataset\Right\shift_forward_961.wav,Right
processed_recorded_audio\Follow\Follow_43.wav,Follow
augmented_audio_dataset\Marvin\shift_backward_659.wav,Marvin
augmented_audio_dataset\two\original_1333.wav,two
augmented_audio_dataset\Seven\original_1017.wav,Seven
augmented_audio_dataset\Four\speed_up_344.wav,Four
augmented_audio_dataset\Five\pitch_up_233.wav,Five
augmented_audio_dataset\tree\reversed_1239.wav,tree
augmented_audio_dataset\Stop\original_1139.wav,Stop
augmented_audio_dataset\three\speed_up_1218.wav,three
processed_recorded_audio\Stop\Stop_33.wav,Stop
processed_recorded_audio\Bird\Bird_28.wav,Bird
augmented_audio_dataset\up\shift_forward_1397.wav,up
augmented_audio_dataset\Forward\volume_up_321.wav,Forward
augmented_audio_dataset\Seven\shift_backward_1031.wav,Seven
augmented_audio_dataset\two\noise_1316.wav,two
augmented_audio_dataset\yes\volume_down_1503.wav,yes
augmented_audio_dataset\three\shift_backward_1204.wav,three
augmented_audio_dataset\Dog\volume_down_114.wav,Dog
augmented_audio_dataset\Follow\speed_down_255.wav,Follow
augmented_audio_dataset\Happy\pitch_up_481.wav,Happy
augmented_audio_dataset\Marvin\pitch_down_637.wav,Marvin
augmented_audio_dataset\Left\original_581.wav,Left
augmented_audio_dataset\Down\volume_up_163.wav,Down
augmented_audio_dataset\Seven\speed_down_985.wav,Seven
augmented_audio_dataset\Dog\original_112.wav,Dog
augmented_audio_dataset\Right\pitch_up_935.wav,Right
augmented_audio_dataset\Bird\speed_down_77.wav,Bird
augmented_audio_dataset\House\pitch_down_493.wav,House
augmented_audio_dataset\three\speed_down_1226.wav,three
augmented_audio_dataset\Left\shift_forward_619.wav,Left
augmented_audio_dataset\Off\original_792.wav,Off
augmented_audio_dataset\three\shift_forward_1198.wav,three
augmented_audio_dataset\No\speed_down_775.wav,No
augmented_audio_dataset\Six\pitch_up_1100.wav,Six
augmented_audio_dataset\Backward\original_16.wav,Backward
augmented_audio_dataset\Sheila\shift_backward_1048.wav,Sheila
augmented_audio_dataset\three\volume_down_1216.wav,three
augmented_audio_dataset\Six\pitch_down_1092.wav,Six
processed_recorded_audio\Forward\Forward_01.wav,Forward
processed_recorded_audio\visual\visual_35.wav,visual
augmented_audio_dataset\Down\shift_forward_144.wav,Down
augmented_audio_dataset\Seven\pitch_down_1013.wav,Seven
augmented_audio_dataset\No\pitch_down_739.wav,No
augmented_audio_dataset\On\shift_forward_846.wav,On
processed_recorded_audio\Go\Go_20.wav,Go
augmented_audio_dataset\Backward\original_2.wav,Backward
processed_recorded_audio\Go\Go_07.wav,Go
augmented_audio_dataset\Right\volume_down_928.wav,Right
augmented_audio_dataset\Dog\pitch_up_102.wav,Dog
augmented_audio_dataset\Sheila\shift_backward_1063.wav,Sheila
augmented_audio_dataset\Down\speed_up_156.wav,Down
augmented_audio_dataset\Go\shift_backward_427.wav,Go
augmented_audio_dataset\Happy\shift_backward_439.wav,Happy
augmented_audio_dataset\Eight\volume_down_187.wav,Eight
augmented_audio_dataset\Left\volume_up_605.wav,Left
augmented_audio_dataset\Go\volume_up_434.wav,Go
augmented_audio_dataset\One\shift_forward_903.wav,One
augmented_audio_dataset\zero\original_1507.wav,zero
augmented_audio_dataset\Dog\speed_down_133.wav,Dog
augmented_audio_dataset\On\reversed_870.wav,On
augmented_audio_dataset\Backward\volume_down_28.wav,Backward
processed_recorded_audio\visual\visual_41.wav,visual
augmented_audio_dataset\zero\speed_down_1534.wav,zero
augmented_audio_dataset\One\noise_915.wav,One
augmented_audio_dataset\Bird\reversed_69.wav,Bird
augmented_audio_dataset\Right\pitch_up_980.wav,Right
augmented_audio_dataset\up\shift_backward_1380.wav,up
augmented_audio_dataset\Go\pitch_down_395.wav,Go
augmented_audio_dataset\Follow\shift_forward_266.wav,Follow
augmented_audio_dataset\No\reversed_776.wav,No
augmented_audio_dataset\Sheila\volume_up_1041.wav,Sheila
augmented_audio_dataset\Go\original_422.wav,Go
processed_recorded_audio\Seven\Seven_29.wav,Seven
augmented_audio_dataset\two\pitch_up_1333.wav,two
augmented_audio_dataset\Left\speed_up_619.wav,Left
augmented_audio_dataset\House\shift_backward_538.wav,House
augmented_audio_dataset\up\speed_up_1375.wav,up
processed_recorded_audio\Right\Right_37.wav,Right
augmented_audio_dataset\Left\original_631.wav,Left
augmented_audio_dataset\Marvin\speed_up_656.wav,Marvin
augmented_audio_dataset\up\volume_up_1389.wav,up
augmented_audio_dataset\On\volume_down_829.wav,On
augmented_audio_dataset\One\original_887.wav,One
augmented_audio_dataset\three\volume_down_1194.wav,three
augmented_audio_dataset\yes\speed_down_1470.wav,yes
augmented_audio_dataset\two\shift_backward_1296.wav,two
augmented_audio_dataset\zero\shift_backward_1511.wav,zero
augmented_audio_dataset\Nine\original_698.wav,Nine
augmented_audio_dataset\visual\shift_forward_1435.wav,visual
augmented_audio_dataset\Seven\speed_down_988.wav,Seven
augmented_audio_dataset\Bird\volume_down_97.wav,Bird
augmented_audio_dataset\Backward\speed_down_12.wav,Backward
augmented_audio_dataset\Go\speed_down_394.wav,Go
augmented_audio_dataset\Down\volume_down_148.wav,Down
augmented_audio_dataset\Backward\original_20.wav,Backward
augmented_audio_dataset\Happy\original_466.wav,Happy
augmented_audio_dataset\visual\shift_backward_1439.wav,visual
augmented_audio_dataset\Four\speed_down_340.wav,Four
augmented_audio_dataset\Backward\pitch_down_28.wav,Backward
augmented_audio_dataset\On\shift_forward_867.wav,On
augmented_audio_dataset\Go\shift_forward_405.wav,Go
augmented_audio_dataset\No\speed_up_735.wav,No
augmented_audio_dataset\Marvin\speed_up_637.wav,Marvin
augmented_audio_dataset\Stop\volume_up_1154.wav,Stop
augmented_audio_dataset\Down\noise_141.wav,Down
augmented_audio_dataset\Go\volume_down_429.wav,Go
augmented_audio_dataset\Right\speed_down_927.wav,Right
augmented_audio_dataset\Four\reversed_357.wav,Four
augmented_audio_dataset\Nine\volume_down_705.wav,Nine
augmented_audio_dataset\On\pitch_up_827.wav,On
augmented_audio_dataset\Right\noise_934.wav,Right
augmented_audio_dataset\Nine\speed_down_720.wav,Nine
augmented_audio_dataset\Five\pitch_down_233.wav,Five
augmented_audio_dataset\two\volume_up_1309.wav,two
augmented_audio_dataset\Go\volume_down_401.wav,Go
augmented_audio_dataset\On\original_859.wav,On
augmented_audio_dataset\Go\original_415.wav,Go
augmented_audio_dataset\tree\speed_up_1251.wav,tree
augmented_audio_dataset\yes\noise_1502.wav,yes
augmented_audio_dataset\visual\reversed_1413.wav,visual
processed_recorded_audio\Backward\Backward_04.wav,Backward
augmented_audio_dataset\yes\reversed_1487.wav,yes
augmented_audio_dataset\Right\shift_backward_969.wav,Right
augmented_audio_dataset\Seven\original_1020.wav,Seven
augmented_audio_dataset\House\original_517.wav,House
augmented_audio_dataset\visual\shift_backward_1406.wav,visual
augmented_audio_dataset\One\reversed_917.wav,One
augmented_audio_dataset\No\speed_down_769.wav,No
augmented_audio_dataset\Seven\pitch_up_1010.wav,Seven
augmented_audio_dataset\Off\shift_forward_814.wav,Off
augmented_audio_dataset\Nine\volume_down_702.wav,Nine
augmented_audio_dataset\Six\speed_down_1086.wav,Six
augmented_audio_dataset\up\speed_down_1351.wav,up
augmented_audio_dataset\Left\pitch_up_622.wav,Left
augmented_audio_dataset\Down\shift_backward_157.wav,Down
augmented_audio_dataset\yes\pitch_down_1470.wav,yes
augmented_audio_dataset\On\shift_forward_858.wav,On
augmented_audio_dataset\Seven\volume_up_1010.wav,Seven
augmented_audio_dataset\No\noise_771.wav,No
augmented_audio_dataset\Backward\noise_33.wav,Backward
augmented_audio_dataset\Forward\shift_forward_331.wav,Forward
augmented_audio_dataset\three\shift_backward_1194.wav,three
augmented_audio_dataset\Nine\volume_up_707.wav,Nine
augmented_audio_dataset\Left\pitch_up_630.wav,Left
augmented_audio_dataset\three\volume_up_1191.wav,three
augmented_audio_dataset\On\original_842.wav,On
augmented_audio_dataset\Nine\reversed_716.wav,Nine
augmented_audio_dataset\On\speed_up_848.wav,On
augmented_audio_dataset\Off\speed_up_820.wav,Off
augmented_audio_dataset\Dog\reversed_134.wav,Dog
augmented_audio_dataset\Left\reversed_622.wav,Left
processed_recorded_audio\Off\Off_40.wav,Off
augmented_audio_dataset\tree\shift_backward_1262.wav,tree
augmented_audio_dataset\Stop\noise_1123.wav,Stop
augmented_audio_dataset\House\reversed_515.wav,House
augmented_audio_dataset\Happy\original_459.wav,Happy
augmented_audio_dataset\zero\pitch_up_1514.wav,zero
augmented_audio_dataset\Off\shift_forward_811.wav,Off
processed_recorded_audio\No\No_12.wav,No
augmented_audio_dataset\Off\speed_up_809.wav,Off
augmented_audio_dataset\Go\volume_down_414.wav,Go
augmented_audio_dataset\zero\volume_down_1523.wav,zero
augmented_audio_dataset\Left\pitch_down_623.wav,Left
augmented_audio_dataset\Right\shift_backward_937.wav,Right
processed_recorded_audio\No\No_35.wav,No
augmented_audio_dataset\yes\shift_backward_1467.wav,yes
augmented_audio_dataset\Six\shift_forward_1106.wav,Six
augmented_audio_dataset\Eight\shift_forward_179.wav,Eight
augmented_audio_dataset\Four\shift_backward_347.wav,Four
augmented_audio_dataset\Happy\original_452.wav,Happy
augmented_audio_dataset\two\volume_up_1330.wav,two
