file_path,category,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
augmented_audio_dataset\visual\pitch_up_1408.wav,visual,-493.8728,13.064778,0.6446363,1.5092739,0.38882616,-0.87119114,-2.079018,-1.3017833,-2.3298624,-0.6209605,-1.6075054,0.115238436,-1.0230294,0.46462402
augmented_audio_dataset\Five\shift_forward_221.wav,Five,-498.49313,9.198366,-1.9141037,2.5972364,-0.16388153,-2.9867387,-2.0744717,-0.3597141,-1.7053857,-1.0577507,-0.7867571,0.09822653,-1.4430219,0.28919607
augmented_audio_dataset\Marvin\volume_down_640.wav,Marvin,-530.07513,13.010417,-4.8926425,8.655866,3.6963885,-0.2386757,2.055608,-5.052068,-0.17914401,3.5862408,-2.3062885,-1.647244,-1.0809909,2.1358573
augmented_audio_dataset\Follow\pitch_down_281.wav,Follow,-459.6628,14.942861,1.8356136,1.1630869,-1.4842656,-2.2179985,-3.0391011,-0.76254946,-2.67033,-1.2498413,-2.3526385,-0.18367009,-1.5369027,-0.45846722
augmented_audio_dataset\up\original_1390.wav,up,-541.31506,11.727465,-1.5233369,-0.1621739,-2.8598711,0.9411319,-0.34889016,-1.5423757,-1.1890553,0.374781,0.6382075,-0.3301326,-0.7350189,-0.85983694
augmented_audio_dataset\three\pitch_up_1195.wav,three,-489.00842,9.916123,2.7090855,2.1695328,-0.072063036,-0.05199915,-1.198429,-1.0930903,-1.583045,-1.4609748,-0.6527246,0.10296105,-1.046325,0.7508941
augmented_audio_dataset\Off\shift_forward_781.wav,Off,-476.82047,10.175784,3.3337681,-0.39940372,-2.4761977,-0.9730317,1.0225203,0.08556607,0.21163023,-0.81151396,0.32026246,0.99889517,0.2610538,1.479614
augmented_audio_dataset\Dog\speed_up_100.wav,Dog,-477.33365,11.2251,0.8291245,-0.17976902,-0.10503143,-0.90404236,-2.162572,-1.5146676,-1.8491088,-0.87490594,0.0077418857,0.084454045,-0.83762646,-0.31936932
augmented_audio_dataset\Sheila\noise_1046.wav,Sheila,-286.33942,3.057429,0.079669446,1.9462175,-1.1729195,0.6501082,-1.8768597,0.7589038,-1.5965555,0.9173251,-1.0259588,1.4537557,-0.7252827,1.7486584
augmented_audio_dataset\Happy\shift_backward_491.wav,Happy,-486.25986,13.29907,2.0061615,5.63857,4.0717354,-1.5657738,-2.9051113,-0.55790937,-0.32659468,0.16891462,-1.2658092,1.2575077,-0.9881581,0.9349656
augmented_audio_dataset\Happy\volume_down_476.wav,Happy,-503.04318,12.496643,2.6915374,8.339336,4.299045,-2.2067451,-2.26486,-1.0161555,-0.84273225,-0.6696526,-1.312076,2.507189,-1.960359,0.61795586
augmented_audio_dataset\Left\volume_down_587.wav,Left,-564.3665,5.7371893,-0.1042013,4.940043,1.1508855,0.79643756,-0.41433278,-2.263887,-0.20682783,0.4345146,-1.0524642,0.9583802,0.17059852,0.51717436
augmented_audio_dataset\three\original_1201.wav,three,-501.90417,10.031487,3.1476772,3.8207157,-0.310671,1.124583,-0.9436453,0.105277166,-1.771732,-0.8176427,-2.0738902,0.63416946,-2.07821,0.9369989
augmented_audio_dataset\yes\speed_down_1469.wav,yes,-472.30862,6.7003922,4.340489,3.2436488,-2.7991104,1.6700664,-2.2870626,-2.2586946,0.45778176,-2.1486306,-0.8884183,-0.35916647,0.5460216,-1.6803623
augmented_audio_dataset\Marvin\pitch_up_645.wav,Marvin,-499.6433,11.957063,-2.141074,7.2373576,0.8745335,0.61022174,-0.8146582,-4.7038627,4.4979186,0.21335888,-2.0626743,-1.2513973,0.64623225,0.387325
augmented_audio_dataset\Off\volume_up_788.wav,Off,-471.6298,14.334056,3.6765647,-0.6642815,-2.5650408,-1.9744935,0.5943477,1.1743635,-0.29694688,-0.3228027,0.14097412,0.6860929,0.3705688,3.4727635
processed_recorded_audio\three\three_25.wav,three,-492.44427,7.7506237,3.6484795,4.21138,-0.9132979,1.1427587,-1.4540588,0.05487513,-2.915167,-0.538038,-2.3538084,0.606498,-2.3399317,0.93559897
processed_recorded_audio\up\up_24.wav,up,-528.19867,8.022609,-1.1103123,-1.9060262,-3.7549474,0.9703546,0.18623686,-1.1812973,-0.5120459,-0.35698655,0.45827353,-0.6378685,-0.6135151,-1.2845653
augmented_audio_dataset\Left\volume_down_594.wav,Left,-552.54083,6.0482874,-0.86411744,4.900809,1.0071534,0.35415345,0.08306506,-1.6820041,-0.36574125,0.40444335,-1.1028484,1.5707518,-0.914171,0.8762255
augmented_audio_dataset\visual\shift_forward_1432.wav,visual,-517.76447,16.096403,-0.4250956,4.237524,0.09751015,-0.25337958,-3.0764418,0.84620756,-2.4219425,-1.2726626,-2.1161368,0.07573093,-1.8177024,0.49635598
augmented_audio_dataset\House\pitch_up_524.wav,House,-500.8324,14.2679825,2.735707,1.0124941,-1.8093101,1.1085341,1.623456,-0.30946225,-0.6078461,-0.004463612,-0.281608,-0.11661356,0.10603381,-1.2756557
augmented_audio_dataset\Dog\pitch_down_128.wav,Dog,-535.66473,15.151739,1.2038906,1.1630828,-0.430322,-0.5040421,-1.9223788,1.0060691,-0.3962108,-0.6025585,-2.0881586,-0.24491169,-1.4872501,-0.26654476
augmented_audio_dataset\Go\pitch_up_400.wav,Go,-467.09644,16.172981,5.182331,0.838546,-1.1886631,-1.1019858,1.3038156,0.92210716,-1.1554295,-1.6759202,-0.89048135,0.1978488,0.5820092,2.153868
augmented_audio_dataset\Off\volume_up_799.wav,Off,-472.82803,11.569528,4.250265,-0.5483738,-1.7455112,-2.2544014,0.23457953,-0.033469126,1.1134343,0.056480285,-0.12840925,0.5923325,0.06785913,2.174447
augmented_audio_dataset\Seven\original_1033.wav,Seven,-464.2048,9.386134,3.630153,3.6193855,2.102706,0.42505836,-0.7317559,-1.2513902,0.33141157,0.28396147,0.62637883,-0.39585128,0.33424863,2.1123948
augmented_audio_dataset\Happy\volume_down_469.wav,Happy,-490.2106,14.507817,2.8364813,8.796685,5.4111905,-3.39881,-2.5459433,-0.47831982,-0.09011185,-1.4285284,-1.2520864,1.5844326,-1.7774017,0.9060768
augmented_audio_dataset\Five\reversed_241.wav,Five,-446.11942,8.546214,-0.7856333,1.7382447,-0.22238927,-1.8936759,-2.9075272,-0.873031,-1.6819155,-1.0815381,-0.41303194,0.17973131,-1.3394858,-0.0864334
augmented_audio_dataset\wow\pitch_up_1462.wav,wow,-292.73535,136.45879,-19.374811,-19.507355,-26.513243,14.761072,-4.287096,-13.040443,-0.12315515,-10.024138,-0.31507367,0.4846445,-5.3861074,-7.0807405
augmented_audio_dataset\wow\speed_up_1452.wav,wow,-483.1827,18.49441,0.010046552,-1.4134543,-4.0782323,-0.81121916,1.4596142,-1.5810146,-1.1432186,-0.885748,-0.43285772,-0.7115898,0.64249814,-0.68508106
augmented_audio_dataset\tree\shift_forward_1242.wav,tree,-494.00626,5.099497,0.8994232,8.092285,-2.4783652,-1.7301049,0.6441955,-0.97663814,-1.7932512,-2.6403003,-0.103335895,-1.7181581,-1.2897129,1.2228403
augmented_audio_dataset\Follow\volume_down_269.wav,Follow,-438.5177,15.466761,0.5364958,-0.30103037,-1.8556278,-3.5778816,-1.739963,-0.70716584,-2.2165859,-1.6571264,-1.1737727,-0.48853743,-1.0878096,0.7639581
augmented_audio_dataset\tree\noise_1235.wav,tree,-396.09894,3.329435,-0.38726908,8.005852,-3.3681185,1.3625894,-1.2221705,-0.29419267,-2.7384708,-1.2917515,-1.150238,-0.8356206,-1.9373884,1.9767487
augmented_audio_dataset\Eight\volume_down_174.wav,Eight,-495.97736,6.649288,0.058134407,4.1772842,0.031767376,-2.8492827,-1.233023,-0.5249014,-1.6950366,-1.7050987,-0.28286695,0.49056274,-0.9108236,0.07164016
augmented_audio_dataset\Happy\pitch_up_486.wav,Happy,-521.3711,14.221729,1.7378482,6.904783,2.25387,-3.7319632,-1.9093298,0.4954757,-0.54574084,-1.2192996,0.3978627,0.16250022,-0.6488879,2.1805778
augmented_audio_dataset\Left\noise_602.wav,Left,-384.9243,1.7906344,-1.335852,3.1930063,-0.85734016,1.2311473,-1.6512638,-0.2887635,-1.2985667,0.8844934,-1.9917072,1.3759325,-1.8367923,1.7104236
augmented_audio_dataset\Marvin\volume_down_639.wav,Marvin,-534.0142,12.672947,-4.656107,7.719873,3.686632,-0.014844761,1.5421792,-4.6579347,-0.5355481,3.0257227,-1.4491622,-1.3784281,-2.0668194,3.00456
augmented_audio_dataset\two\original_1335.wav,two,-453.5228,12.20771,3.7413957,-1.055873,-2.2300973,1.3286078,-0.9032047,-0.23595949,-1.6352545,-2.3509552,-3.2169774,-1.4694577,-2.783698,2.1318269
augmented_audio_dataset\Happy\volume_down_479.wav,Happy,-574.11835,10.535302,-0.288375,5.5516706,1.9536561,-0.9434463,-2.0042527,-0.67111,0.2712986,-0.16695704,-1.0604734,0.68357635,-0.51755667,0.27565092
augmented_audio_dataset\Eight\volume_up_180.wav,Eight,-473.65552,7.451326,0.21041797,3.7977061,-0.3244523,-3.1118248,-1.9769182,-0.3103051,-2.5417178,-1.8947246,-0.39753085,-0.1916351,-0.9610697,-0.18129326
augmented_audio_dataset\Bed\shift_backward_52.wav,Bed,-519.82794,12.057911,-0.4110827,4.7597227,3.1164315,-1.2699441,-2.620844,-1.8396066,0.89435095,0.73967874,-1.735083,0.10454947,2.106148,0.32984063
augmented_audio_dataset\One\pitch_up_903.wav,One,-500.7298,16.343483,2.7500603,2.770764,1.2589191,-0.5569361,0.5860355,-0.91572446,-1.234568,0.01560589,-0.3466932,-0.33500627,1.0572128,0.9162236
augmented_audio_dataset\Stop\volume_down_1125.wav,Stop,-484.92612,10.09014,2.2274806,0.8764839,-0.34563768,-0.94889927,0.14380519,0.0048979134,-0.39318863,-0.15220878,0.47522837,1.0507505,-0.38912115,1.4018162
augmented_audio_dataset\Seven\volume_down_1023.wav,Seven,-472.81244,12.108636,2.2416947,4.287792,3.4758074,-0.76181626,-2.0142539,-0.66259027,0.6673826,0.8500369,0.4007223,0.7481115,0.49072173,2.523871
augmented_audio_dataset\No\volume_down_751.wav,No,-514.22375,13.36246,1.4230112,5.038746,-2.52392,-0.84243053,3.2206357,-2.8059113,0.397112,1.6697859,0.19017328,-0.32172772,-1.1410011,1.9531252
augmented_audio_dataset\House\volume_down_539.wav,House,-491.2455,11.894489,3.050203,0.6042525,0.4151142,-0.76879764,1.129792,-1.4175586,0.058760528,0.17794336,-1.2155278,1.1486413,-0.2953992,0.55032444
augmented_audio_dataset\Down\volume_up_156.wav,Down,-455.93286,20.949238,3.3643484,2.1568987,2.2152848,-2.263074,-1.441283,-1.8830677,-2.9375346,-0.18800113,-2.3118465,-1.2232385,-0.91925186,0.515283
augmented_audio_dataset\House\volume_down_528.wav,House,-503.45532,11.758524,0.94553465,1.5300046,-0.8490639,0.029512854,2.1718733,-2.0025365,0.15158552,1.7741154,-2.7148368,1.298043,-0.3115718,0.3423125
augmented_audio_dataset\Seven\speed_up_1010.wav,Seven,-498.99716,8.726738,2.411988,3.0422268,1.8109827,0.7942908,-1.9573133,-0.99538,0.7921181,0.45600688,0.24740674,0.4768547,0.015119528,1.8879064
processed_recorded_audio\Off\Off_33.wav,Off,-505.02826,12.647328,4.0164833,-1.1280053,-1.6171653,-0.81074125,-0.46808037,0.62657887,0.35833415,0.27402398,-0.1879152,0.05008389,0.41247422,1.2797558
augmented_audio_dataset\up\speed_down_1386.wav,up,-486.16022,30.05228,-2.858718,-2.6020882,-6.2537646,1.2168092,0.43681088,-2.9439597,-2.7670007,0.25273782,0.415043,-1.6414958,-1.5553769,-3.1778433
processed_recorded_audio\Nine\Nine_12.wav,Nine,-592.7568,11.4639845,-2.4880617,9.223623,1.3649845,-1.0243685,1.8870679,-1.4527322,-0.0880425,0.8557312,-1.5885836,0.81977737,-3.4295437,1.5152174
augmented_audio_dataset\House\shift_forward_509.wav,House,-498.50677,9.006705,2.7528741,1.1488733,-0.49850488,0.95389676,1.3881831,-1.5783287,0.26598504,0.4927544,-1.9252759,1.8120724,-1.3915372,0.5446171
augmented_audio_dataset\House\shift_forward_496.wav,House,-476.20496,11.035115,2.5521512,1.3714687,-1.0780811,0.01465586,1.4882628,-1.6962725,0.64709777,0.7704426,-2.4768703,1.4981639,-0.2859743,0.5597059
augmented_audio_dataset\Learn\reversed_557.wav,Learn,-479.91248,20.332062,1.0184284,1.9898047,3.4213805,0.66451234,-0.1817867,-1.2292539,-1.113525,1.1274501,-0.21743082,1.0429664,-0.53312755,0.47167906
augmented_audio_dataset\Learn\original_577.wav,Learn,-464.23984,16.390535,0.78447294,1.3945366,2.4778712,-0.68967956,-0.50376666,-3.9755242,-2.4254987,0.18347333,0.899551,0.77607745,-1.8388574,0.98327863
augmented_audio_dataset\three\noise_1197.wav,three,-389.93118,6.241842,2.4767282,5.2954764,-1.0254551,1.7126567,-1.6528234,0.19191608,-2.5228755,-0.12236616,-2.7078176,1.0188587,-3.1349318,1.860448
augmented_audio_dataset\Bed\volume_up_61.wav,Bed,-491.7705,14.796031,-0.5364839,3.6675913,5.054648,-1.2229046,-3.118469,-1.2299658,0.22332188,-1.5868357,0.11501216,-0.23972574,1.1773132,0.4516892
processed_recorded_audio\Six\Six_34.wav,Six,-528.49365,4.102605,3.6491632,3.764119,2.7674901,0.120428264,-2.1366541,0.43885556,0.6219016,-0.6651732,-0.6552759,0.95607036,-0.49694487,0.65139997
augmented_audio_dataset\Seven\speed_up_1025.wav,Seven,-493.56708,9.513963,3.7612615,2.3896654,2.6747506,-0.6347791,-1.5114139,-0.2678377,-0.03868392,0.7111318,0.38920826,-0.31785324,0.70999956,2.3066685
augmented_audio_dataset\Left\shift_backward_591.wav,Left,-582.0139,5.7436514,-0.4568459,4.3810883,1.2860043,0.37173548,-0.016864412,-2.6184864,0.1974285,-0.21956098,-0.7980782,1.3046265,0.011603435,0.44780198
processed_recorded_audio\One\One_36.wav,One,-483.95453,15.608324,4.057706,2.4253285,1.617371,0.8505012,0.7926513,-0.2040569,-0.7874691,0.6062705,-1.3497461,0.198753,1.2061294,0.862168
augmented_audio_dataset\Left\shift_backward_613.wav,Left,-564.1163,7.436965,-1.3711647,4.967679,0.8044261,1.8825939,0.30024806,-1.961263,-0.13589948,1.6019802,-0.39629975,0.17275287,-0.7329322,1.5876031
augmented_audio_dataset\Marvin\shift_backward_646.wav,Marvin,-539.05225,11.70641,-2.571012,6.3798814,2.0597553,0.5057356,2.1847265,-4.2875185,-0.27219558,3.0039666,-1.2683475,-1.6548474,-1.4349865,1.5123118
augmented_audio_dataset\Eight\speed_down_179.wav,Eight,-473.00357,11.272288,-1.1897916,7.1215844,0.9313797,-6.373637,-2.5131893,-0.72706246,-2.5490303,-3.8687892,-0.13459027,-0.89148754,-1.8145508,0.4977669
augmented_audio_dataset\House\noise_505.wav,House,-327.26712,3.3162985,0.40412432,1.1836092,-1.7319323,1.3238584,-1.1134286,1.0299636,-1.265751,1.1834542,-1.2712115,1.0335325,-1.5642803,1.2751579
augmented_audio_dataset\two\reversed_1323.wav,two,-448.94458,11.529952,3.7219453,0.7626892,-3.1640415,1.1236553,1.0860645,-3.5038958,0.29132643,-3.2248309,-2.2533908,-1.5497004,-1.6776147,1.4256861
augmented_audio_dataset\Off\pitch_down_793.wav,Off,-536.19415,11.9198475,2.0450723,0.49192625,-2.519689,0.16833292,-0.45627823,1.4943762,-1.1713331,0.78267145,0.28647193,0.00882549,-1.2219272,1.9390891
augmented_audio_dataset\Six\volume_down_1104.wav,Six,-506.0228,6.4884076,7.9680924,5.271466,5.446019,0.8285155,-2.7875507,0.018002693,0.80798113,-0.53951144,-0.24787582,0.0861088,-0.408557,2.186124
augmented_audio_dataset\tree\pitch_down_1241.wav,tree,-474.8124,5.1920586,0.15883936,8.5197315,0.4478601,-2.6796706,0.7160596,-0.5021866,-0.6548283,-2.348076,-1.5241307,-0.02750782,-3.011456,0.052142892
augmented_audio_dataset\three\speed_down_1199.wav,three,-501.63327,11.179378,3.9863842,5.1167846,-1.1358227,2.0527916,-1.2226964,-0.26754767,-3.02108,-0.9186096,-2.5677931,1.014041,-3.1222844,0.3835993
augmented_audio_dataset\tree\reversed_1255.wav,tree,-449.32483,6.3584213,2.3215344,5.421389,-1.6081318,-1.0657738,-1.0313015,-1.8698139,-1.7722726,-3.366929,-0.7638454,-2.2995703,-0.8529488,0.71549314
augmented_audio_dataset\two\volume_up_1304.wav,two,-436.33942,12.663614,3.3951547,0.7733646,-2.4915676,0.20763636,1.3289005,-2.9526212,-0.31252077,-2.7261162,-2.3001292,-0.88635427,-2.3994172,1.9972748
processed_recorded_audio\No\No_26.wav,No,-509.36444,13.239544,1.5291787,5.423695,-1.8833735,-0.48498395,3.9777067,-2.5850368,-0.12348337,1.5840639,-0.32958847,0.13860841,-1.452776,1.9826632
augmented_audio_dataset\three\speed_up_1211.wav,three,-530.88,8.599664,2.4056287,3.58185,-0.659435,0.7754919,-1.2707372,0.08004105,-1.9819475,-1.722777,-1.7515163,0.15135707,-1.8452876,0.5334299
augmented_audio_dataset\Happy\noise_485.wav,Happy,-288.90683,2.5477622,0.3487176,2.4630768,-0.2880389,0.9247522,-2.1861358,0.7442262,-1.8306912,0.5304838,-1.1247554,1.4342372,-0.7877569,1.5151314
augmented_audio_dataset\Bed\volume_down_44.wav,Bed,-534.4058,11.604801,-1.2745299,3.3287501,2.6990426,-0.9803453,-2.2668524,-0.81997114,0.9506964,-1.0959202,-0.6751241,0.7877667,0.42612135,0.6677655
augmented_audio_dataset\Forward\original_328.wav,Forward,-475.36575,17.323765,0.42652833,-0.5753486,1.7065649,0.19505334,-0.8471564,-3.705035,0.22522084,-1.9594754,-0.23774923,3.135037,-1.3135489,0.1524778
augmented_audio_dataset\Happy\pitch_up_489.wav,Happy,-567.99225,11.1454,2.815407,7.2392626,2.1413095,-3.0118563,-2.1878157,-0.066961795,-0.34013966,-0.9514963,0.06317346,1.501883,-1.0427316,2.1720252
augmented_audio_dataset\Four\pitch_up_343.wav,Four,-468.35535,11.5893135,0.4815339,1.4027818,1.0036558,-1.3451562,0.12508123,-0.6787819,0.3265183,-1.6328741,0.5565871,0.41153908,-0.032893375,1.2376046
augmented_audio_dataset\Five\pitch_down_220.wav,Five,-506.32245,12.88243,-2.3025723,2.883283,0.38431138,-1.9296894,-3.202638,-0.72087455,-1.4493803,-1.0811626,-1.3692383,0.139711,-1.087904,-0.47363484
augmented_audio_dataset\Four\volume_up_364.wav,Four,-478.18433,12.710464,3.7208307,0.4458699,2.1951458,-1.8482805,1.0464308,-0.5649427,-0.097506605,-1.4781069,-1.4841402,1.0802604,-1.1583924,1.2413752
augmented_audio_dataset\Right\original_976.wav,Right,-514.946,8.419167,-0.38128102,4.6584992,2.0698693,-2.0699606,-1.6192722,-0.041311383,-0.3800109,-0.3562787,0.6431853,0.7130203,-0.68283176,1.266604
augmented_audio_dataset\Six\speed_up_1092.wav,Six,-513.5023,0.04813786,6.6834407,4.100286,2.417007,2.0163107,-3.1499033,1.6573046,0.35957494,0.037107892,0.6251365,-0.96484286,0.377922,3.0863485
augmented_audio_dataset\visual\volume_up_1443.wav,visual,-434.95074,39.198654,-2.6531618,7.5022154,1.6250049,-0.97870827,-3.501702,0.6330015,-5.0089436,-2.1520507,-4.6278844,-0.5751491,-3.820231,1.9174515
augmented_audio_dataset\two\reversed_1299.wav,two,-445.12033,8.965615,3.7177587,0.006969294,-0.887535,-0.65435255,1.3053504,-2.7382443,-1.2204621,-2.1712933,-2.286209,-0.38767093,-2.462688,1.9543327
augmented_audio_dataset\Marvin\speed_up_658.wav,Marvin,-522.49304,10.434651,-2.7973135,7.168569,2.7646325,-0.53704166,1.124708,-4.1924863,0.47633275,1.669535,-1.9747272,-1.1362344,-0.36798906,1.2358489
augmented_audio_dataset\yes\volume_up_1468.wav,yes,-509.80453,7.0902343,3.7272167,2.5701852,-2.6281078,2.378304,-3.2581847,-1.2352744,0.5775161,-1.89773,-0.45168728,-0.42781845,0.3411556,-1.7576982
augmented_audio_dataset\Forward\pitch_down_289.wav,Forward,-478.7512,17.470776,-0.47206044,-1.1774384,2.6347241,1.6360192,-1.0141279,-1.3636672,-3.333482,1.4083576,-1.5366817,0.090710804,0.76907027,0.37849933
augmented_audio_dataset\No\original_740.wav,No,-515.0044,12.53565,1.5327613,5.1087365,-0.43311694,-1.2285366,1.907164,-0.38955313,0.384175,0.72429866,0.6348911,0.11469284,-1.6402206,1.4678419
augmented_audio_dataset\One\reversed_876.wav,One,-496.0731,14.521627,3.0985217,2.4273715,2.1945426,-0.019082306,0.8738889,0.92491287,-0.025939103,-0.3917761,-0.4552196,-0.3834841,-0.16570412,1.443501
augmented_audio_dataset\Five\volume_down_220.wav,Five,-521.7504,11.520435,-3.0070035,2.5345862,-0.8558018,-2.7479157,-2.310798,-0.4771357,-1.262381,-1.10769,-0.7369862,-0.34460574,-1.3584445,-0.15236844
augmented_audio_dataset\Dog\speed_up_109.wav,Dog,-522.59204,12.625208,0.08686067,0.08296425,-1.4185909,-1.6195593,-0.41031325,-0.839157,-0.89235526,-1.972114,0.32623756,0.1653121,-1.2641828,0.9010147
augmented_audio_dataset\On\speed_down_855.wav,On,-503.2066,20.002798,1.5665656,1.7635047,0.22632079,0.4344769,-0.2614898,0.6579246,0.98486525,0.33541033,-0.89961886,0.7168566,-0.28414515,1.2125053
processed_recorded_audio\Eight\Eight_11.wav,Eight,-524.1001,7.3276105,-0.5058003,4.103511,0.37474146,-3.4531844,-2.765697,0.9401661,-2.5734298,-1.8934013,-0.34480482,-0.15813781,-0.4858204,-0.7863714
augmented_audio_dataset\Marvin\speed_down_655.wav,Marvin,-536.93604,14.018194,-3.1616557,8.568723,4.072415,-0.19848502,1.7496291,-5.670408,0.21964602,3.1948674,-2.0759645,-1.4610457,-0.83225334,1.9477862
augmented_audio_dataset\visual\original_1408.wav,visual,-507.1256,14.185068,0.5383058,2.3293426,-0.017131219,0.5842117,-2.322715,0.016435733,-3.0877712,-0.36464676,-2.2070868,0.023645487,-1.5526341,0.14162084
augmented_audio_dataset\tree\speed_down_1249.wav,tree,-469.51956,10.015688,-0.99197036,10.6551895,-1.1917921,-4.3169055,1.7290715,-2.2664938,-2.7098832,-3.1149087,-0.83585936,-3.5323555,-0.9017093,0.4889517
augmented_audio_dataset\Stop\speed_up_1167.wav,Stop,-539.4298,7.641227,2.2419615,1.4856714,-0.3325459,-1.0208188,0.72560257,0.26376125,-1.3309182,-0.26253238,0.48731723,0.9330292,0.30595118,0.4979087
augmented_audio_dataset\Go\volume_up_433.wav,Go,-469.33856,12.537212,4.234274,-0.044660933,-0.38376966,-0.43675873,0.91045123,-0.017080568,-0.2265645,-0.69357175,-1.4728886,-0.41543695,0.124826685,0.14475635
augmented_audio_dataset\three\volume_down_1182.wav,three,-503.51892,10.639772,1.0977184,6.3508124,-0.48072478,-1.4777441,0.028669296,-0.90280503,-2.7002916,-1.309655,-2.0945792,0.86948985,-2.0038705,1.1243314
augmented_audio_dataset\House\reversed_495.wav,House,-516.6384,7.170001,3.4751863,0.87764627,-1.5193357,0.5987603,0.42196006,-1.3893464,0.63946146,-0.1378404,-1.4931296,1.9474934,-1.1283963,1.0533687
augmented_audio_dataset\Right\volume_up_980.wav,Right,-511.93878,10.452476,-0.18176919,3.855856,2.3506308,-1.8900951,-2.1509936,0.022783492,-0.86541086,0.1316598,0.2905157,-0.108862795,-0.9257128,1.6572195
augmented_audio_dataset\up\speed_down_1397.wav,up,-523.31757,10.990017,-1.861022,-0.67375535,-4.079299,0.3364703,0.30254608,-1.45682,-1.1082556,0.11276804,0.49834204,0.21454751,-0.6635159,-1.4236302
augmented_audio_dataset\Eight\speed_up_182.wav,Eight,-476.6698,5.8319693,1.254942,3.9041693,0.29968068,-2.456349,-2.356651,0.0062811784,-2.3198373,-1.6234641,0.035897736,-0.2676213,-0.3670772,-0.5033211
augmented_audio_dataset\Marvin\volume_up_637.wav,Marvin,-543.4984,13.151384,-4.6122785,8.050305,2.9085371,-0.23155718,2.6574476,-4.2217946,-1.4627213,1.5690459,-1.4427863,0.78896624,-2.7338789,1.0514275
augmented_audio_dataset\One\noise_916.wav,One,-311.96466,3.5703373,-0.032006208,2.1588483,-0.8674443,0.85696536,-2.3337996,0.06273748,-1.733638,1.3862444,-1.083841,1.234158,-0.9807232,1.3299758
augmented_audio_dataset\two\speed_up_1333.wav,two,-461.39505,11.739611,3.0329423,-1.1982379,-2.7481973,1.2536597,0.34361875,-2.404006,-1.2364421,-2.913301,-2.3462625,-0.71507466,-1.7383407,1.3369527
augmented_audio_dataset\Six\noise_1088.wav,Six,-291.32043,-0.025821455,-0.2726991,2.3866198,-0.72523874,1.3221371,-2.3480115,1.1182275,-1.6882274,0.9869354,-1.420243,1.0508643,-1.0588987,1.9145782
augmented_audio_dataset\zero\speed_up_1511.wav,zero,-492.8023,13.275151,2.6094089,1.730088,-1.1928815,2.3730326,-2.8853092,-1.0468233,-1.4669553,-3.091947,-0.62559915,-1.209917,-0.117574096,0.5243505
augmented_audio_dataset\up\volume_up_1361.wav,up,-540.59735,7.701532,-0.8100351,-1.1618302,-3.6210206,0.8085604,0.39098746,-0.8757052,-0.511236,-0.38857737,0.44017246,-0.57159203,-0.7069688,-0.87616533
augmented_audio_dataset\Bird\volume_down_79.wav,Bird,-499.35013,17.006565,1.2088194,0.5772862,2.5458531,-0.8826541,-0.8463094,-2.1721313,-1.79368,-1.2870207,-0.76287806,0.23461162,-0.99359983,-0.10370014
augmented_audio_dataset\Stop\reversed_1122.wav,Stop,-541.7639,9.319261,3.8859024,0.032539368,-1.6320271,-0.8802536,0.81012213,-0.3135645,-0.18464884,0.046000887,0.555851,0.47936302,-0.30485532,1.7074286
augmented_audio_dataset\Marvin\volume_down_645.wav,Marvin,-512.352,12.87863,-3.0561306,5.8685985,2.4932985,0.4583589,2.0719478,-5.204781,0.16744341,3.037841,-1.4589171,-0.85418254,-2.0437174,1.6414931
augmented_audio_dataset\Backward\shift_backward_7.wav,Backward,-476.77567,21.172785,-0.14927284,-2.3503547,-0.3599564,-4.343715,-2.6757011,-1.3866068,-2.3016267,-2.2947524,-0.5754361,-0.62009627,-0.811336,-0.06793874
augmented_audio_dataset\House\speed_down_514.wav,House,-522.89233,15.202405,6.46661,1.9220052,-5.095794,-0.45918915,2.6536345,0.26026592,-0.6581048,-0.9061285,-0.46131906,0.5078366,-1.1780901,1.2096587
augmented_audio_dataset\Forward\noise_296.wav,Forward,-309.47064,6.799136,1.0545995,1.5122757,-1.2299101,0.7078498,-3.0161722,-0.6393455,-2.1070578,0.9815495,-1.2079023,1.8319434,-1.0200399,1.515352
augmented_audio_dataset\wow\noise_1458.wav,wow,-286.01193,34.478683,2.02099,-4.308369,-13.332053,0.6636785,-0.15849812,-1.0565151,-5.2105083,0.30617267,-4.215947,1.3066319,-2.7263894,-1.236408
augmented_audio_dataset\Left\noise_592.wav,Left,-322.53104,1.3291332,-1.0119025,2.6076245,-0.65741915,1.3566378,-1.5896826,0.0650847,-1.2409986,0.82728225,-1.2368654,2.06416,-0.5937257,1.3970697
augmented_audio_dataset\Four\original_346.wav,Four,-485.88077,13.868419,2.136155,-0.2869145,-0.16824776,-2.5031307,0.59277487,-1.1111389,0.4616395,0.35650492,-0.57142353,1.4111267,-1.0572784,0.8978736
augmented_audio_dataset\yes\speed_up_1475.wav,yes,-501.6654,5.4107175,1.3250263,2.555191,-1.0009363,-0.3651601,-2.9741404,0.95318,-1.0099481,-1.3258909,-0.5427831,-0.03777609,-0.34041852,0.26693642
